epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2578.79,0.35781,0.28421,0.51922,0.90483,0.99383,1,0.995,0.93898,0.99383,1,0.995,0.98586,0.34572,0.20803,0.54293,0.941,0.00105481,0.00105481,0.00105481
41,2642.47,0.3834,0.30546,0.53829,0.92788,0.98835,1,0.995,0.96822,0.98835,1,0.995,0.98957,0.31547,0.19758,0.52624,0.91829,0.00104527,0.00104527,0.00104527
42,2706.82,0.34782,0.32297,0.50928,0.92483,0.96435,0.98085,0.995,0.9602,0.96435,0.98085,0.995,0.98678,0.31186,0.21004,0.55247,0.9293,0.00103555,0.00103555,0.00103555
43,2771.84,0.3538,0.2897,0.46748,0.92119,0.98572,1,0.995,0.94387,0.98572,1,0.995,0.96715,0.30098,0.20272,0.50285,0.94161,0.00102566,0.00102566,0.00102566
44,2836.25,0.34157,0.26608,0.4791,0.91134,0.98857,0.99578,0.995,0.97442,0.98857,0.99578,0.995,0.9832,0.29555,0.20118,0.46964,0.92089,0.00101559,0.00101559,0.00101559
45,2900.18,0.33432,0.26501,0.49492,0.91157,0.98702,1,0.995,0.97731,0.98702,1,0.995,0.98862,0.28975,0.19975,0.46015,0.92294,0.00100535,0.00100535,0.00100535
46,2965.72,0.34366,0.28539,0.47239,0.9113,0.97901,1,0.995,0.96992,0.97901,1,0.995,0.98677,0.30008,0.19666,0.46239,0.93212,0.000994942,0.000994942,0.000994942
47,3030.89,0.34328,0.3177,0.47552,0.90682,0.96804,1,0.99019,0.94205,0.96804,1,0.99019,0.97932,0.28715,0.20022,0.44538,0.9143,0.000984379,0.000984379,0.000984379
48,3096.25,0.34767,0.28481,0.45548,0.91629,0.99295,0.99982,0.995,0.95226,0.99295,0.99982,0.995,0.97977,0.30053,0.20234,0.44354,0.92163,0.000973661,0.000973661,0.000973661
49,3160.26,0.33062,0.28019,0.47107,0.9027,0.99416,1,0.995,0.96678,0.99416,1,0.995,0.9815,0.29034,0.20446,0.42804,0.91784,0.000962793,0.000962793,0.000962793
50,3226.16,0.31335,0.26894,0.43611,0.90915,0.99332,1,0.995,0.97905,0.99332,1,0.995,0.98541,0.27593,0.20568,0.3982,0.91525,0.000951779,0.000951779,0.000951779
51,3289.16,0.32644,0.26542,0.43997,0.89421,0.96904,0.97556,0.995,0.97679,0.96904,0.97556,0.995,0.98378,0.28098,0.19886,0.43893,0.91102,0.000940625,0.000940625,0.000940625
52,3352.18,0.32567,0.29392,0.44256,0.9094,0.98857,1,0.995,0.9592,0.98857,1,0.995,0.97812,0.31749,0.20447,0.42563,0.94459,0.000929335,0.000929335,0.000929335
53,3415.35,0.33107,0.28874,0.46236,0.90012,0.96764,1,0.995,0.97188,0.96764,1,0.995,0.9831,0.28972,0.19911,0.42791,0.92184,0.000917914,0.000917914,0.000917914
54,3478.71,0.32309,0.29304,0.43091,0.91017,0.97893,0.96304,0.995,0.96742,0.97893,0.96304,0.995,0.97594,0.27873,0.19752,0.44296,0.92121,0.000906368,0.000906368,0.000906368
55,3542.54,0.33563,0.30398,0.44692,0.9045,0.93926,0.95085,0.995,0.9685,0.93926,0.95085,0.995,0.98634,0.27173,0.21509,0.45785,0.90447,0.000894701,0.000894701,0.000894701
56,3607.2,0.31427,0.30027,0.41517,0.90394,0.97627,1,0.99192,0.97001,0.97627,1,0.99192,0.98793,0.27307,0.20958,0.39235,0.90088,0.000882918,0.000882918,0.000882918
57,3671.78,0.33282,0.27862,0.43154,0.92274,0.97336,1,0.995,0.97985,0.97336,1,0.995,0.98912,0.2928,0.23495,0.40097,0.91352,0.000871025,0.000871025,0.000871025
58,3738.24,0.32585,0.30155,0.43644,0.91047,0.98732,0.95776,0.99192,0.97491,0.98732,0.95776,0.99192,0.98785,0.25575,0.21894,0.37536,0.89161,0.000859027,0.000859027,0.000859027
59,3804.92,0.30071,0.25215,0.38909,0.89521,0.93963,0.94124,0.995,0.97705,0.93963,0.94124,0.995,0.99041,0.27857,0.19511,0.42945,0.90521,0.000846929,0.000846929,0.000846929
60,3871.26,0.32163,0.27731,0.41133,0.91357,0.95105,0.99326,0.99192,0.96091,0.95105,0.99326,0.99192,0.98742,0.29777,0.21476,0.41284,0.91397,0.000834736,0.000834736,0.000834736
61,3938.15,0.32481,0.29527,0.41296,0.91395,0.98124,1,0.995,0.96147,0.98124,1,0.995,0.98746,0.29921,0.2068,0.42747,0.91173,0.000822454,0.000822454,0.000822454
62,4005.37,0.32477,0.30134,0.42788,0.91717,0.97671,1,0.995,0.96652,0.97671,1,0.995,0.97487,0.28535,0.1991,0.38599,0.90218,0.000810088,0.000810088,0.000810088
63,4073.02,0.30817,0.25095,0.40518,0.89574,0.99411,1,0.995,0.9609,0.99411,1,0.995,0.98267,0.28556,0.19901,0.35891,0.90176,0.000797644,0.000797644,0.000797644
64,4141.04,0.30182,0.26501,0.35503,0.89126,0.98846,1,0.995,0.96674,0.98846,1,0.995,0.9864,0.2983,0.20246,0.38657,0.91105,0.000785127,0.000785127,0.000785127
65,4205.83,0.31464,0.25797,0.38149,0.89863,0.98822,1,0.995,0.9594,0.98822,1,0.995,0.97877,0.28693,0.20089,0.37127,0.9112,0.000772542,0.000772542,0.000772542
66,4269.95,0.30222,0.27531,0.37043,0.90832,0.98731,1,0.995,0.9692,0.98731,1,0.995,0.98063,0.26776,0.20172,0.34929,0.89517,0.000759895,0.000759895,0.000759895
67,4334.08,0.30778,0.26136,0.36866,0.89755,0.99221,1,0.995,0.97162,0.99221,1,0.995,0.98294,0.26897,0.20964,0.32504,0.90542,0.000747192,0.000747192,0.000747192
68,4399.61,0.30521,0.25703,0.38372,0.89911,0.99458,0.98784,0.995,0.95152,0.99458,0.98784,0.995,0.98489,0.29356,0.18309,0.33986,0.91824,0.000734438,0.000734438,0.000734438
69,4464.23,0.29399,0.25012,0.35408,0.90055,0.98314,0.98723,0.995,0.96624,0.98314,0.98723,0.995,0.98541,0.27311,0.18797,0.32049,0.90499,0.000721639,0.000721639,0.000721639
70,4528.25,0.29384,0.28459,0.35599,0.89252,0.98489,1,0.995,0.98696,0.98489,1,0.995,0.995,0.24691,0.18941,0.30637,0.88301,0.0007088,0.0007088,0.0007088
71,4592.59,0.31317,0.3274,0.3681,0.89833,0.99479,1,0.995,0.97338,0.99479,1,0.995,0.995,0.26438,0.18906,0.32407,0.89193,0.000695927,0.000695927,0.000695927
72,4656,0.32477,0.33034,0.37837,0.91144,0.98376,0.99596,0.995,0.98171,0.98376,0.99596,0.995,0.99256,0.25003,0.18683,0.3377,0.88687,0.000683026,0.000683026,0.000683026
73,4720.31,0.3028,0.25576,0.35633,0.88731,0.99345,1,0.995,0.97198,0.99345,1,0.995,0.98847,0.25628,0.19197,0.31843,0.89001,0.000670102,0.000670102,0.000670102
74,4783.21,0.29429,0.2867,0.34696,0.88513,0.99064,1,0.995,0.9748,0.99064,1,0.995,0.9907,0.25389,0.20586,0.30496,0.88481,0.000657161,0.000657161,0.000657161
75,4847.92,0.29303,0.25554,0.35436,0.89339,0.98302,1,0.995,0.98877,0.98302,1,0.995,0.99268,0.25966,0.20376,0.32335,0.89654,0.000644208,0.000644208,0.000644208
76,4910.94,0.29398,0.2764,0.35031,0.90799,0.95735,0.99714,0.995,0.97138,0.95735,0.99714,0.995,0.99076,0.26409,0.18843,0.36089,0.89804,0.00063125,0.00063125,0.00063125
77,4975.64,0.29492,0.2603,0.36437,0.89404,0.98135,0.99976,0.995,0.96746,0.98135,0.99976,0.995,0.995,0.25775,0.18841,0.32268,0.88679,0.000618292,0.000618292,0.000618292
78,5039.54,0.29962,0.27252,0.34563,0.90124,0.99194,1,0.995,0.98027,0.99194,1,0.995,0.995,0.27348,0.18677,0.31215,0.89897,0.000605339,0.000605339,0.000605339
79,5102.32,0.28736,0.28163,0.33922,0.89233,0.98651,0.99954,0.995,0.98014,0.98651,0.99954,0.995,0.995,0.25392,0.18617,0.29438,0.89386,0.000592398,0.000592398,0.000592398
80,5164.88,0.30178,0.28038,0.34314,0.90245,0.95471,0.99277,0.995,0.97413,0.95471,0.99277,0.995,0.99378,0.25922,0.18998,0.30448,0.89927,0.000579474,0.000579474,0.000579474
81,5227.48,0.29269,0.26012,0.3379,0.88861,0.97639,1,0.995,0.97885,0.97639,1,0.995,0.995,0.26781,0.19247,0.2888,0.90569,0.000566573,0.000566573,0.000566573
82,5290.1,0.29736,0.3006,0.34048,0.89037,0.99215,1,0.995,0.98189,0.99215,1,0.995,0.995,0.26155,0.19397,0.28593,0.89367,0.0005537,0.0005537,0.0005537
83,5352.88,0.28153,0.22498,0.31949,0.88421,0.99241,1,0.995,0.97774,0.99241,1,0.995,0.9923,0.24649,0.20005,0.29568,0.88925,0.000540861,0.000540861,0.000540861
84,5416.29,0.28777,0.24523,0.3397,0.89533,0.99105,1,0.995,0.97451,0.99105,1,0.995,0.9935,0.24088,0.20496,0.3044,0.88604,0.000528062,0.000528062,0.000528062
85,5479.81,0.29113,0.26487,0.34174,0.8856,0.99089,1,0.995,0.98198,0.99089,1,0.995,0.99058,0.24957,0.20782,0.30817,0.8905,0.000515308,0.000515308,0.000515308
86,5543.44,0.2714,0.24256,0.32684,0.89081,0.99246,1,0.995,0.97728,0.99246,1,0.995,0.9937,0.23876,0.21366,0.27257,0.87641,0.000502605,0.000502605,0.000502605
87,5606.69,0.26759,0.2463,0.29821,0.8821,0.99416,1,0.995,0.97672,0.99416,1,0.995,0.995,0.22055,0.1937,0.25557,0.86839,0.000489958,0.000489958,0.000489958
88,5670.18,0.28439,0.28353,0.32632,0.89458,0.99251,1,0.995,0.98931,0.99251,1,0.995,0.9916,0.23354,0.18721,0.25352,0.87013,0.000477373,0.000477373,0.000477373
89,5733.73,0.28399,0.26705,0.31815,0.89708,0.99001,1,0.995,0.98731,0.99001,1,0.995,0.99185,0.22588,0.18482,0.25999,0.86949,0.000464856,0.000464856,0.000464856
90,5796.94,0.2662,0.26293,0.31009,0.89549,0.99263,1,0.995,0.98946,0.99263,1,0.995,0.995,0.22213,0.18906,0.2542,0.87093,0.000452412,0.000452412,0.000452412
91,5860.2,0.27823,0.25244,0.31272,0.89437,0.99438,1,0.995,0.9916,0.99438,1,0.995,0.9916,0.21977,0.18623,0.26305,0.86632,0.000440046,0.000440046,0.000440046
92,5923.42,0.26939,0.24987,0.30303,0.87473,0.99519,1,0.995,0.98326,0.99519,1,0.995,0.99112,0.24068,0.18656,0.26377,0.87455,0.000427764,0.000427764,0.000427764
93,5987.01,0.25943,0.26015,0.29286,0.87848,0.99352,1,0.995,0.98318,0.99352,1,0.995,0.99112,0.23075,0.18447,0.25906,0.87124,0.000415571,0.000415571,0.000415571
94,6050.44,0.25607,0.22812,0.29469,0.88117,0.99195,1,0.995,0.98447,0.99195,1,0.995,0.9911,0.21887,0.1838,0.24232,0.8668,0.000403473,0.000403473,0.000403473
95,6114.13,0.25785,0.24993,0.29075,0.88612,0.99369,1,0.995,0.98503,0.99369,1,0.995,0.99107,0.21685,0.18428,0.23851,0.86293,0.000391475,0.000391475,0.000391475
96,6177.73,0.25122,0.24898,0.27699,0.88399,0.99524,1,0.995,0.98863,0.99524,1,0.995,0.99129,0.21626,0.18076,0.24095,0.86416,0.000379582,0.000379582,0.000379582
97,6241.41,0.2801,0.25362,0.30842,0.89548,0.99427,1,0.995,0.98926,0.99427,1,0.995,0.99204,0.2145,0.18167,0.23627,0.86483,0.000367799,0.000367799,0.000367799
1,42.5029,0.50411,2.19435,3.09209,1.04304,0.00345,1,0.37537,0.33754,0.00345,1,0.37537,0.35326,0.33482,0.60519,3.64685,0.98634,0.000125,0.000125,0.000125
1,41.1841,0.50814,2.31854,3.09539,1.05716,0.00333,1,0.34681,0.3105,0.00333,1,0.34584,0.32653,0.3267,0.67351,3.65623,1.00673,0.000125,0.000125,0.000125
2,103.845,0.47439,0.65705,2.42957,1.00372,0.00334,1,0.45186,0.41062,0.00334,1,0.45186,0.43611,0.35695,0.38371,3.27442,0.97686,0.000262472,0.000262472,0.000262472
3,166.831,0.49011,0.52992,2.00345,0.99782,0.80339,0.49864,0.75719,0.68532,0.80339,0.49864,0.75719,0.71421,0.44373,0.74414,2.85186,1.04808,0.000399826,0.000399826,0.000399826
4,228.859,0.51739,0.48176,1.618,0.99797,0.71545,0.60522,0.81875,0.71769,0.71545,0.60522,0.81875,0.77822,0.49663,0.50788,2.36083,1.14039,0.000536975,0.000536975,0.000536975
5,293.878,0.52649,0.47463,1.42981,1.01772,0.85535,0.70145,0.88508,0.76235,0.85535,0.70145,0.88508,0.79942,0.52256,0.45957,2.12575,1.1311,0.000673828,0.000673828,0.000673828
6,359.082,0.52915,0.42962,1.36419,0.98724,0.89276,0.86707,0.96284,0.88839,0.89276,0.86707,0.96284,0.92455,0.42791,0.38454,1.80339,1.06489,0.000810297,0.000810297,0.000810297
7,424.645,0.46779,0.39768,1.25111,0.97755,0.88077,0.80985,0.94384,0.7846,0.88077,0.80985,0.94384,0.85281,0.62512,0.40206,1.97744,1.32454,0.000946292,0.000946292,0.000946292
8,490.528,0.50511,0.39589,1.2709,1.01493,0.88747,0.7353,0.90698,0.79092,0.88747,0.7353,0.90698,0.84034,0.49612,0.33301,2.05531,1.10836,0.00108173,0.00108173,0.00108173
9,559.116,0.48061,0.40628,1.15949,0.98184,0.91136,0.84396,0.96483,0.79622,0.91136,0.84396,0.96483,0.8378,0.56147,0.32107,1.75071,1.25474,0.00121651,0.00121651,0.00121651
10,624.841,0.50587,0.38179,1.13288,0.99024,0.86728,0.81937,0.97695,0.79727,0.86728,0.81937,0.97695,0.86054,0.60187,0.31052,2.45329,1.41456,0.00123904,0.00123904,0.00123904
11,691.879,0.51272,0.38928,1.07739,1.00124,0.98437,0.98548,0.995,0.88771,0.98437,0.98548,0.995,0.97089,0.53306,0.26744,1.3612,1.20259,0.00123648,0.00123648,0.00123648
12,758.1,0.47194,0.36128,1.00261,0.97244,0.95749,0.95644,0.99313,0.89543,0.95749,0.95644,0.99313,0.95887,0.46399,0.2537,1.3417,1.10607,0.00123365,0.00123365,0.00123365
13,823.015,0.48721,0.3856,0.97813,0.95752,0.97963,0.99806,0.995,0.92114,0.97963,0.99806,0.995,0.96954,0.44842,0.31229,1.11493,1.06404,0.00123056,0.00123056,0.00123056
14,888.358,0.43926,0.34513,0.8985,0.96449,0.99041,0.99618,0.995,0.90284,0.99041,0.99618,0.995,0.96728,0.48013,0.27753,1.05696,1.05602,0.00122721,0.00122721,0.00122721
15,954.735,0.44341,0.35946,0.9133,0.96667,0.97609,0.94627,0.99192,0.861,0.97609,0.94627,0.99192,0.90581,0.4497,0.2351,1.23427,1.0645,0.00122359,0.00122359,0.00122359
16,1021.91,0.48926,0.37526,0.90417,0.97772,0.93637,0.99468,0.99273,0.88478,0.93637,0.99468,0.99273,0.95229,0.50834,0.23103,1.16325,1.04595,0.00121972,0.00121972,0.00121972
17,1088.37,0.44953,0.32511,0.85307,0.96014,0.98434,0.95564,0.995,0.92657,0.98434,0.95564,0.995,0.97249,0.39458,0.23436,1.05024,0.98982,0.00121558,0.00121558,0.00121558
18,1155.11,0.42496,0.37021,0.81796,0.96092,0.81614,0.85626,0.98839,0.91241,0.81614,0.85626,0.98839,0.96058,0.42731,0.25052,1.39785,1.02477,0.00121119,0.00121119,0.00121119
19,1219.79,0.45981,0.38101,0.82482,0.94751,0.99123,0.963,0.99346,0.90336,0.99123,0.963,0.99346,0.95719,0.45074,0.23972,1.0159,1.04312,0.00120655,0.00120655,0.00120655
20,1284.41,0.42433,0.32885,0.80353,0.95282,0.9394,0.94972,0.995,0.9383,0.9394,0.94972,0.995,0.97633,0.39059,0.21537,0.96481,0.99674,0.00120165,0.00120165,0.00120165
21,1348.65,0.41612,0.34691,0.7568,0.92847,0.97492,0.84497,0.98357,0.89356,0.97492,0.84497,0.98357,0.92344,0.48965,0.22906,1.10237,1.0992,0.00119651,0.00119651,0.00119651
22,1413.64,0.42494,0.30539,0.7641,0.96549,0.98915,0.99168,0.995,0.90271,0.98915,0.99168,0.995,0.93805,0.42533,0.25952,0.96395,1.02552,0.00119111,0.00119111,0.00119111
23,1478.85,0.40858,0.36486,0.75534,0.94055,0.98942,0.95585,0.99346,0.9219,0.98942,0.95585,0.99346,0.95641,0.40283,0.28546,0.9241,1.02398,0.00118547,0.00118547,0.00118547
24,1544.77,0.41072,0.33267,0.73224,0.9422,0.97084,0.9866,0.995,0.91015,0.97084,0.9866,0.995,0.94002,0.42687,0.21271,0.90703,1.05026,0.00117959,0.00117959,0.00117959
25,1611.89,0.38669,0.29387,0.66088,0.93737,0.96577,0.88307,0.97038,0.91092,0.96577,0.88307,0.97038,0.9435,0.39811,0.21787,0.97304,1.01061,0.00117346,0.00117346,0.00117346
26,1678.18,0.41394,0.36192,0.69339,0.94969,0.98894,0.9539,0.995,0.94721,0.98894,0.9539,0.995,0.98044,0.36197,0.21522,0.83115,0.96275,0.0011671,0.0011671,0.0011671
27,1744.03,0.40117,0.31099,0.68948,0.94116,0.92068,1,0.995,0.92803,0.92068,1,0.995,0.98807,0.39783,0.21188,0.82145,0.98796,0.00116051,0.00116051,0.00116051
28,1808.39,0.36659,0.2985,0.65841,0.92766,0.93581,0.94874,0.98929,0.94702,0.93581,0.94874,0.98929,0.97058,0.3424,0.2176,0.77814,0.96712,0.00115368,0.00115368,0.00115368
29,1872.92,0.37249,0.30801,0.62564,0.92973,0.98652,0.97917,0.99346,0.91648,0.98652,0.97917,0.99346,0.94644,0.38284,0.22816,0.77302,1.00226,0.00114662,0.00114662,0.00114662
30,1938.69,0.38388,0.3515,0.65365,0.94757,0.95749,0.97102,0.97278,0.90859,0.95749,0.97102,0.9886,0.93474,0.39548,0.22335,0.82072,1.00343,0.00113934,0.00113934,0.00113934
31,2003.49,0.36575,0.29743,0.60328,0.93469,0.9839,0.97917,0.99346,0.92644,0.9839,0.97917,0.99346,0.9544,0.36035,0.20622,0.67315,0.97337,0.00113183,0.00113183,0.00113183
32,2068.67,0.36321,0.29712,0.57905,0.92803,0.99128,0.99641,0.995,0.95313,0.99128,0.99641,0.995,0.97897,0.32334,0.20601,0.63382,0.93817,0.0011241,0.0011241,0.0011241
33,2133.23,0.3952,0.2715,0.61601,0.94299,0.98475,0.95138,0.99214,0.9251,0.98475,0.95138,0.99214,0.97075,0.36762,0.20052,0.6135,0.99941,0.00111616,0.00111616,0.00111616
34,2198.08,0.36788,0.29154,0.59181,0.9233,0.9545,0.99879,0.99346,0.92875,0.9545,0.99879,0.99346,0.97764,0.3656,0.19428,0.62056,0.96198,0.00110801,0.00110801,0.00110801
35,2263.22,0.35376,0.26617,0.56229,0.92412,0.97773,0.99719,0.995,0.93156,0.97773,0.99719,0.995,0.9589,0.37052,0.2022,0.64437,0.97937,0.00109964,0.00109964,0.00109964
36,2327.44,0.37286,0.34291,0.57148,0.93162,0.98167,0.97813,0.995,0.95663,0.98167,0.97813,0.995,0.97707,0.31109,0.21033,0.56478,0.92925,0.00109107,0.00109107,0.00109107
37,2391.67,0.34983,0.30606,0.52139,0.91626,0.98181,0.99482,0.995,0.96529,0.98181,0.99482,0.995,0.98105,0.30386,0.21408,0.56747,0.91831,0.0010823,0.0010823,0.0010823
38,2456.02,0.35845,0.32674,0.54445,0.92479,0.97823,0.99558,0.995,0.95463,0.97823,0.99558,0.995,0.97668,0.30853,0.22456,0.53935,0.92197,0.00107333,0.00107333,0.00107333
39,2520.72,0.36257,0.3031,0.54666,0.93082,0.98949,0.99352,0.995,0.95079,0.98949,0.99352,0.995,0.97775,0.32106,0.2206,0.53816,0.94548,0.00106417,0.00106417,0.00106417
40,2585.84,0.35154,0.29035,0.52234,0.90829,0.98638,1,0.995,0.92803,0.98638,1,0.995,0.9815,0.38318,0.21864,0.57062,1.00873,0.00105481,0.00105481,0.00105481
41,2651.49,0.37338,0.31348,0.53666,0.91809,0.98988,0.94421,0.995,0.95456,0.98988,0.94421,0.995,0.98437,0.33679,0.2006,0.55121,0.96227,0.00104527,0.00104527,0.00104527
42,2715.29,0.34476,0.30272,0.51992,0.91819,0.97279,0.95986,0.995,0.95678,0.97279,0.95986,0.995,0.98806,0.31501,0.20454,0.52669,0.93463,0.00103555,0.00103555,0.00103555
43,2779.4,0.35902,0.28824,0.50759,0.93513,0.99082,1,0.995,0.94822,0.99082,1,0.995,0.97961,0.31587,0.2092,0.49541,0.94382,0.00102566,0.00102566,0.00102566
44,2843.11,0.35681,0.28804,0.51351,0.92317,0.99043,0.99678,0.995,0.968,0.99043,0.99678,0.995,0.98309,0.29981,0.21354,0.47037,0.91114,0.00101559,0.00101559,0.00101559
45,2906.73,0.33277,0.26956,0.48829,0.90409,0.95135,0.99013,0.99273,0.95765,0.95135,0.99013,0.99273,0.97386,0.3044,0.21031,0.49185,0.93092,0.00100535,0.00100535,0.00100535
46,2971.44,0.34606,0.27503,0.49083,0.91801,0.94921,0.89195,0.98313,0.94956,0.94921,0.89195,0.98313,0.98157,0.28051,0.19774,0.55354,0.91274,0.000994942,0.000994942,0.000994942
47,3035.97,0.35091,0.30128,0.47192,0.91323,0.99416,1,0.995,0.95622,0.99416,1,0.995,0.99176,0.29201,0.19561,0.45394,0.90776,0.000984379,0.000984379,0.000984379
48,3099.91,0.3294,0.26599,0.46482,0.92356,0.95857,0.99595,0.99192,0.94915,0.95857,0.99595,0.99192,0.98201,0.30805,0.1897,0.44867,0.92755,0.000973661,0.000973661,0.000973661
49,3163.66,0.34485,0.26932,0.48032,0.90769,0.9652,0.99726,0.99346,0.95517,0.9652,0.99726,0.99346,0.97566,0.30123,0.19527,0.4251,0.92038,0.000962793,0.000962793,0.000962793
50,3226.78,0.29943,0.23633,0.43207,0.89241,0.98407,0.99953,0.995,0.96675,0.98407,0.99953,0.995,0.9843,0.28893,0.19372,0.39446,0.92177,0.000951779,0.000951779,0.000951779
51,3289.95,0.3063,0.30912,0.43438,0.89714,0.97226,1,0.995,0.95746,0.97226,1,0.995,0.97258,0.29677,0.19431,0.41941,0.92569,0.000940625,0.000940625,0.000940625
52,3353.07,0.33571,0.2845,0.4459,0.89676,0.97401,1,0.995,0.96869,0.97401,1,0.995,0.995,0.28788,0.19415,0.40556,0.90234,0.000929335,0.000929335,0.000929335
53,3416.38,0.33736,0.31438,0.45353,0.90595,0.9858,0.97917,0.99346,0.96195,0.9858,0.97917,0.99346,0.99055,0.32351,0.20152,0.47352,0.92185,0.000917914,0.000917914,0.000917914
54,3479.65,0.33049,0.28492,0.42681,0.91474,0.93677,0.9822,0.98724,0.94795,0.93677,0.9822,0.98724,0.97642,0.31312,0.20395,0.43006,0.91998,0.000906368,0.000906368,0.000906368
55,3542.77,0.36287,0.28943,0.44854,0.91468,0.98852,0.95768,0.98929,0.95299,0.98852,0.95768,0.98929,0.98726,0.3079,0.2172,0.42213,0.92297,0.000894701,0.000894701,0.000894701
56,3606.33,0.32374,0.27292,0.43561,0.90679,0.9778,0.94425,0.995,0.97161,0.9778,0.94425,0.995,0.9904,0.28146,0.20706,0.40561,0.9055,0.000882918,0.000882918,0.000882918
57,3669.41,0.32795,0.25366,0.42043,0.92004,0.96208,0.98462,0.995,0.97501,0.96208,0.98462,0.995,0.99059,0.27944,0.19933,0.36946,0.90053,0.000871025,0.000871025,0.000871025
58,3733.51,0.32996,0.27263,0.41623,0.90551,0.98758,1,0.995,0.96523,0.98758,1,0.995,0.98634,0.28621,0.19525,0.36868,0.91226,0.000859027,0.000859027,0.000859027
59,3796.86,0.29591,0.2384,0.41826,0.8962,0.98975,1,0.995,0.96973,0.98975,1,0.995,0.98962,0.28687,0.21112,0.36097,0.90629,0.000846929,0.000846929,0.000846929
60,3860.8,0.31363,0.2853,0.407,0.91114,0.9877,1,0.995,0.9735,0.9877,1,0.995,0.9852,0.27566,0.1918,0.33564,0.89664,0.000834736,0.000834736,0.000834736
61,3924.47,0.31692,0.30396,0.43838,0.91367,0.99079,1,0.995,0.9678,0.99079,1,0.995,0.98426,0.27115,0.18682,0.35558,0.89946,0.000822454,0.000822454,0.000822454
62,3988.32,0.33064,0.27089,0.43933,0.91138,0.99307,1,0.995,0.96257,0.99307,1,0.995,0.98168,0.26866,0.19488,0.36135,0.90093,0.000810088,0.000810088,0.000810088
63,4052.1,0.31821,0.2698,0.38844,0.90271,0.98718,0.99664,0.995,0.95912,0.98718,0.99664,0.995,0.9848,0.27039,0.19072,0.37245,0.8955,0.000797644,0.000797644,0.000797644
64,4115.79,0.30137,0.2623,0.37714,0.89626,0.99446,1,0.995,0.97279,0.99446,1,0.995,0.98193,0.24608,0.2052,0.35585,0.8881,0.000785127,0.000785127,0.000785127
65,4179.76,0.31059,0.24745,0.3975,0.90199,0.98911,1,0.995,0.96581,0.98911,1,0.995,0.97603,0.27342,0.21238,0.37537,0.90095,0.000772542,0.000772542,0.000772542
66,4242.85,0.31635,0.27035,0.38885,0.91342,0.97623,1,0.99019,0.96669,0.97623,1,0.99019,0.98123,0.24917,0.20754,0.35375,0.89181,0.000759895,0.000759895,0.000759895
67,4306.33,0.31081,0.24476,0.38308,0.8904,0.98383,0.96467,0.99346,0.97338,0.98383,0.96467,0.99346,0.986,0.26981,0.19159,0.3696,0.90099,0.000747192,0.000747192,0.000747192
68,4370.51,0.29879,0.24006,0.37228,0.89745,0.97357,0.95768,0.995,0.96836,0.97357,0.95768,0.995,0.9906,0.26272,0.19317,0.3771,0.89687,0.000734438,0.000734438,0.000734438
69,4435.6,0.31839,0.28965,0.38138,0.90659,0.99101,0.9498,0.995,0.96232,0.99101,0.9498,0.995,0.99128,0.2631,0.19001,0.37308,0.89609,0.000721639,0.000721639,0.000721639
70,4499.05,0.30994,0.28249,0.39466,0.89862,0.99085,0.94883,0.995,0.96644,0.99085,0.94883,0.995,0.99359,0.24998,0.18362,0.35437,0.88737,0.0007088,0.0007088,0.0007088
71,4562.93,0.29101,0.26883,0.37287,0.8985,0.98067,0.96066,0.995,0.96051,0.98067,0.96066,0.995,0.98867,0.27454,0.18437,0.35708,0.90076,0.000695927,0.000695927,0.000695927
72,4627.25,0.32078,0.30315,0.38241,0.90491,0.99359,0.96276,0.995,0.97077,0.99359,0.96276,0.995,0.99031,0.28206,0.18364,0.33096,0.8907,0.000683026,0.000683026,0.000683026
73,4691.15,0.30687,0.27074,0.36674,0.89523,0.98561,0.99729,0.995,0.9804,0.98561,0.99729,0.995,0.99304,0.26489,0.18735,0.32181,0.88677,0.000670102,0.000670102,0.000670102
74,4755.24,0.31405,0.30775,0.37824,0.89552,0.99433,1,0.995,0.96272,0.99433,1,0.995,0.99239,0.25154,0.19933,0.3137,0.88591,0.000657161,0.000657161,0.000657161
75,4819.24,0.29946,0.25639,0.35773,0.90218,0.9865,1,0.995,0.96251,0.9865,1,0.995,0.99238,0.26415,0.19284,0.31959,0.89453,0.000644208,0.000644208,0.000644208
76,4883.49,0.30311,0.26358,0.35907,0.89543,0.96636,1,0.995,0.97079,0.96636,1,0.995,0.99052,0.25327,0.19041,0.31984,0.88735,0.00063125,0.00063125,0.00063125
77,4948.22,0.28774,0.25773,0.35047,0.89921,0.96699,0.99276,0.995,0.97504,0.96699,0.99276,0.995,0.99252,0.24693,0.18899,0.31239,0.87709,0.000618292,0.000618292,0.000618292
78,5013.56,0.29566,0.27242,0.37337,0.8975,0.98803,0.99815,0.995,0.9683,0.98803,0.99815,0.995,0.99012,0.25894,0.18702,0.29792,0.87609,0.000605339,0.000605339,0.000605339
