epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,4440.28,0.26997,0.23712,0.4274,0.88337,0.96961,0.98481,0.99456,0.97784,0.96961,0.98481,0.99456,0.98719,0.28279,0.1922,0.43132,0.86428,0.000343401,0.000343401,0.000343401
58,4502.28,0.28364,0.24802,0.44293,0.89774,0.97854,0.96927,0.99417,0.98101,0.97854,0.96927,0.99417,0.98335,0.2604,0.19012,0.45123,0.84829,0.000330717,0.000330717,0.000330717
59,4562.83,0.28577,0.26094,0.45139,0.89547,0.96148,0.94103,0.98744,0.97764,0.96148,0.94103,0.98744,0.98193,0.24695,0.18645,0.4574,0.83639,0.000318121,0.000318121,0.000318121
60,4620.85,0.25611,0.26705,0.42259,0.88758,0.95405,0.94701,0.97984,0.96328,0.95405,0.94701,0.97984,0.97346,0.26369,0.18921,0.48291,0.84781,0.000305627,0.000305627,0.000305627
61,4679.23,0.25336,0.22236,0.40904,0.88965,0.97323,0.97035,0.99381,0.97924,0.97323,0.97035,0.99381,0.98883,0.27252,0.18718,0.45257,0.85383,0.000293246,0.000293246,0.000293246
62,4737.81,0.27487,0.21239,0.40294,0.89099,0.98602,0.9733,0.99381,0.97637,0.98602,0.9733,0.99381,0.98792,0.27759,0.18536,0.41147,0.85683,0.000280991,0.000280991,0.000280991
63,4795.19,0.25495,0.22944,0.40831,0.87945,0.98501,0.96876,0.99381,0.98141,0.98501,0.96876,0.99381,0.9859,0.26907,0.18486,0.39013,0.86096,0.000268874,0.000268874,0.000268874
64,4852.52,0.24929,0.21482,0.37126,0.8819,0.98806,0.9687,0.99381,0.97533,0.98806,0.9687,0.99381,0.9817,0.28579,0.18421,0.41314,0.8692,0.000256907,0.000256907,0.000256907
65,4909.76,0.25985,0.25699,0.39167,0.88292,0.9707,0.96918,0.99319,0.9805,0.9707,0.96918,0.99319,0.98353,0.26846,0.18633,0.41994,0.86261,0.000245101,0.000245101,0.000245101
66,4966.63,0.25827,0.22459,0.39384,0.88949,0.97083,0.98618,0.99456,0.9875,0.97083,0.98618,0.99456,0.98985,0.24568,0.19092,0.4002,0.8352,0.000233469,0.000233469,0.000233469
67,5024.31,0.26392,0.22602,0.39956,0.88705,0.9876,0.98646,0.99456,0.98801,0.9876,0.98646,0.99456,0.99026,0.2443,0.1951,0.3765,0.83088,0.000222021,0.000222021,0.000222021
68,5081.52,0.2562,0.24296,0.37197,0.88372,0.97543,0.98213,0.99456,0.98416,0.97543,0.98213,0.99456,0.98943,0.24815,0.19211,0.36623,0.83577,0.000210769,0.000210769,0.000210769
69,5139.06,0.28249,0.25153,0.40828,0.89395,0.94898,0.96321,0.99456,0.98837,0.94898,0.96321,0.99456,0.98877,0.2444,0.19096,0.39077,0.83382,0.000199725,0.000199725,0.000199725
70,5196.74,0.26319,0.23456,0.37459,0.88917,0.94679,0.96045,0.99456,0.98644,0.94679,0.96045,0.99456,0.98867,0.24572,0.18887,0.40591,0.83635,0.000188898,0.000188898,0.000188898
71,5254.04,0.26549,0.22422,0.37687,0.87991,0.98332,0.96662,0.995,0.9881,0.98332,0.96662,0.995,0.99145,0.24821,0.18805,0.39233,0.83333,0.000178301,0.000178301,0.000178301
72,5311.82,0.23703,0.22532,0.35402,0.86832,0.94936,0.9679,0.99417,0.98613,0.94936,0.9679,0.99417,0.98914,0.23638,0.18942,0.40215,0.82838,0.000167942,0.000167942,0.000167942
73,5369.34,0.23019,0.20479,0.33919,0.87668,0.97574,0.95887,0.99456,0.99007,0.97574,0.95887,0.99456,0.98925,0.22716,0.18606,0.38661,0.82505,0.000157833,0.000157833,0.000157833
74,5426.75,0.24904,0.25749,0.3694,0.88205,0.98254,0.95975,0.99456,0.99018,0.98254,0.95975,0.99456,0.98942,0.23252,0.18383,0.37098,0.82531,0.000147983,0.000147983,0.000147983
75,5483.93,0.25355,0.25993,0.40071,0.87945,0.97722,0.95797,0.99456,0.98818,0.97722,0.95797,0.99456,0.9899,0.22646,0.17908,0.36212,0.82205,0.000138402,0.000138402,0.000138402
76,5541.37,0.21741,0.20355,0.34213,0.88961,0.97841,0.96046,0.99456,0.98968,0.97841,0.96046,0.99456,0.99152,0.23438,0.17957,0.36389,0.82479,0.0001291,0.0001291,0.0001291
77,5598.47,0.24149,0.28482,0.37231,0.88513,0.98721,0.95491,0.99456,0.99011,0.98721,0.95491,0.99456,0.99167,0.23467,0.18301,0.35667,0.82575,0.000120086,0.000120086,0.000120086
78,5656.2,0.24276,0.21826,0.37041,0.87753,0.9674,0.97154,0.995,0.99341,0.9674,0.97154,0.995,0.99341,0.23525,0.18447,0.35398,0.82732,0.000111368,0.000111368,0.000111368
79,5714.23,0.24304,0.22854,0.3851,0.88745,0.98823,0.96406,0.995,0.9893,0.98823,0.96406,0.995,0.99058,0.23605,0.18191,0.35315,0.82889,0.000102955,0.000102955,0.000102955
80,5772.47,0.34287,0.25131,0.46961,0.87618,0.99076,0.97409,0.995,0.98921,0.99076,0.97409,0.995,0.99058,0.24222,0.18017,0.34593,0.8342,9.48564e-05,9.48564e-05,9.48564e-05
81,5830.33,0.27431,0.25807,0.51874,0.90439,0.99124,0.98722,0.995,0.98562,0.99124,0.98722,0.995,0.99043,0.24332,0.1802,0.33832,0.83583,8.7079e-05,8.7079e-05,8.7079e-05
82,5888.45,0.23448,0.21508,0.38304,0.87788,0.9884,0.9878,0.995,0.98676,0.9884,0.9878,0.995,0.9919,0.23327,0.18079,0.33844,0.82832,7.96307e-05,7.96307e-05,7.96307e-05
83,5946.51,0.23473,0.22774,0.34607,0.89325,0.97786,0.99161,0.995,0.98738,0.97786,0.99161,0.995,0.99026,0.2351,0.18026,0.3412,0.82645,7.2519e-05,7.2519e-05,7.2519e-05
84,6004.58,0.22057,0.21236,0.33071,0.87109,0.97952,0.97357,0.995,0.98911,0.97952,0.97357,0.995,0.99177,0.2318,0.18096,0.35,0.82435,6.57509e-05,6.57509e-05,6.57509e-05
85,6062.86,0.23089,0.23627,0.34063,0.87614,0.98186,0.9649,0.995,0.99041,0.98186,0.9649,0.995,0.99014,0.22575,0.18064,0.35821,0.81936,5.93331e-05,5.93331e-05,5.93331e-05
86,6121.09,0.22114,0.22489,0.32807,0.8708,0.98259,0.96742,0.995,0.99016,0.98259,0.96742,0.995,0.98893,0.22559,0.17988,0.35493,0.81819,5.32718e-05,5.32718e-05,5.32718e-05
87,6179.18,0.23498,0.2166,0.33364,0.87709,0.98183,0.9774,0.995,0.98868,0.98183,0.9774,0.995,0.99017,0.23323,0.17714,0.34323,0.82195,4.75731e-05,4.75731e-05,4.75731e-05
88,6237.82,0.2292,0.22341,0.37442,0.88522,0.98333,0.99291,0.995,0.98721,0.98333,0.99291,0.995,0.99192,0.23543,0.17669,0.33489,0.82334,4.22426e-05,4.22426e-05,4.22426e-05
89,6295.83,0.22436,0.21807,0.34941,0.87322,0.98448,0.99158,0.995,0.98688,0.98448,0.99158,0.995,0.98988,0.22659,0.17801,0.33209,0.81998,3.72856e-05,3.72856e-05,3.72856e-05
90,6353.96,0.2174,0.20735,0.33125,0.87762,0.985,0.99292,0.995,0.98719,0.985,0.99292,0.995,0.989,0.22411,0.17997,0.3257,0.81877,3.27069e-05,3.27069e-05,3.27069e-05
91,6412,0.17888,0.16055,0.32572,0.82642,0.99071,0.99317,0.995,0.9867,0.99071,0.99317,0.995,0.9886,0.23293,0.18218,0.32551,0.82552,2.85111e-05,2.85111e-05,2.85111e-05
92,6470.31,0.17138,0.14762,0.30912,0.82396,0.99134,0.99347,0.995,0.98556,0.99134,0.99347,0.995,0.99158,0.24291,0.18304,0.3491,0.83281,2.47023e-05,2.47023e-05,2.47023e-05
93,6528.58,0.17238,0.15556,0.32981,0.80706,0.99127,0.99357,0.995,0.98743,0.99127,0.99357,0.995,0.99188,0.22847,0.18471,0.33659,0.82556,2.12843e-05,2.12843e-05,2.12843e-05
94,6586.89,0.16245,0.16012,0.31017,0.81736,0.99297,0.99292,0.995,0.99031,0.99297,0.99292,0.995,0.99325,0.22277,0.18575,0.3191,0.82075,1.82604e-05,1.82604e-05,1.82604e-05
95,6644.9,0.15804,0.14347,0.34954,0.78425,0.99341,0.99293,0.995,0.98922,0.99341,0.99293,0.995,0.99325,0.22277,0.18668,0.30862,0.81928,1.56336e-05,1.56336e-05,1.56336e-05
96,6702.69,0.15772,0.1412,0.33065,0.76227,0.99364,0.99268,0.995,0.99225,0.99364,0.99268,0.995,0.99325,0.22451,0.18644,0.30454,0.81943,1.34065e-05,1.34065e-05,1.34065e-05
97,6760.6,0.1586,0.15823,0.30135,0.78348,0.99357,0.99268,0.995,0.98943,0.99357,0.99268,0.995,0.99325,0.22461,0.1864,0.30622,0.81956,1.15814e-05,1.15814e-05,1.15814e-05
98,6818.7,0.1567,0.14442,0.32412,0.77784,0.99323,0.99287,0.995,0.99236,0.99323,0.99287,0.995,0.99325,0.2231,0.18641,0.3051,0.81988,1.016e-05,1.016e-05,1.016e-05
99,6876.86,0.16024,0.15767,0.2908,0.80779,0.99323,0.99274,0.995,0.99064,0.99323,0.99274,0.995,0.99326,0.22106,0.18653,0.30488,0.81824,9.14365e-06,9.14365e-06,9.14365e-06
100,6935.86,0.15652,0.14397,0.29479,0.811,0.99381,0.99261,0.995,0.99064,0.99381,0.99261,0.995,0.99326,0.21997,0.18671,0.30362,0.81736,8.53346e-06,8.53346e-06,8.53346e-06
1,128.289,0.53136,1.67962,3.58165,1.05054,0.00758,1,0.23967,0.21719,0.00758,1,0.23927,0.21678,0.3425,1.14528,4.1807,0.98093,0.00015827,0.00015827,0.00015827
2,248.268,0.48479,0.51446,3.01468,1.01271,0.00803,1,0.53956,0.5051,0.00803,1,0.53956,0.51988,0.33713,0.44884,3.92203,0.92494,0.000164059,0.000164059,0.000164059
1,115.761,0.53136,1.67962,3.58165,1.05054,0.00758,1,0.23967,0.21719,0.00758,1,0.23927,0.21678,0.3425,1.14528,4.1807,0.98093,0.00015827,0.00015827,0.00015827
2,229.919,0.50456,0.48924,2.909,1.01719,0.94274,0.17614,0.50521,0.4659,0.94274,0.17614,0.50521,0.48498,0.42573,0.40882,3.8561,1.00037,0.000324835,0.000324835,0.000324835
3,343.427,0.50645,0.41543,2.28651,1.00529,0.65072,0.69468,0.84192,0.767,0.65072,0.69468,0.84192,0.81407,0.47624,0.36005,2.71829,1.07991,0.000491257,0.000491257,0.000491257
4,455.458,0.54643,0.48234,1.94283,1.01323,0.84181,0.79524,0.90191,0.81357,0.84181,0.79524,0.90191,0.85726,0.47547,0.37835,2.41436,1.09361,0.000657427,0.000657427,0.000657427
5,567.199,0.48838,0.40764,1.73771,0.97889,0.89266,0.85327,0.95267,0.88417,0.89266,0.85327,0.95267,0.90961,0.44163,0.48027,2.08345,1.0834,0.000823238,0.000823238,0.000823238
6,679.087,0.5002,0.4352,1.64421,0.99897,0.85318,0.95817,0.98354,0.90459,0.85318,0.95817,0.98354,0.93721,0.45698,0.30075,2.37944,1.04473,0.000830741,0.000830741,0.000830741
7,792.263,0.4665,0.35509,1.54127,0.97928,0.94439,0.87183,0.9684,0.8916,0.94439,0.87183,0.9684,0.93351,0.45167,0.26598,2.15746,1.04926,0.000829749,0.000829749,0.000829749
8,905.586,0.45412,0.3389,1.49139,0.9815,0.93663,0.87278,0.95888,0.85421,0.93663,0.87278,0.95888,0.89998,0.5377,0.24273,1.87832,1.20351,0.000828577,0.000828577,0.000828577
9,1017.64,0.46157,0.31936,1.36357,0.94851,0.86199,0.9089,0.92475,0.84831,0.86199,0.9089,0.92475,0.8801,0.50581,0.2393,1.85643,1.05712,0.000827226,0.000827226,0.000827226
10,1129.11,0.46737,0.34655,1.33564,0.96322,0.95341,0.90406,0.98089,0.8941,0.95341,0.90406,0.98089,0.94885,0.47167,0.24676,1.63491,1.05501,0.000825696,0.000825696,0.000825696
11,1241.68,0.45746,0.33184,1.31667,0.93241,0.94048,0.85952,0.94652,0.86753,0.94048,0.85952,0.94652,0.88831,0.45991,0.23391,2.05664,1.08182,0.000823989,0.000823989,0.000823989
12,1353.51,0.46062,0.31982,1.26164,0.96742,0.92984,0.93932,0.98761,0.94739,0.92984,0.93932,0.98761,0.97354,0.36079,0.24437,1.3681,0.94559,0.000822106,0.000822106,0.000822106
13,1466.65,0.40241,0.36887,1.43006,0.90573,0.85029,0.87006,0.94555,0.88482,0.85029,0.87006,0.94555,0.91974,0.37523,0.25237,1.40884,0.97201,0.000820046,0.000820046,0.000820046
14,1578.78,0.4313,0.3616,1.13136,0.94883,0.94684,0.84246,0.97941,0.9299,0.94684,0.84246,0.97941,0.9496,0.35915,0.25549,1.29619,0.93052,0.000817811,0.000817811,0.000817811
15,1690.66,0.42341,0.33689,1.10835,0.95962,0.92026,0.87217,0.91819,0.85115,0.92026,0.87217,0.91819,0.8783,0.4435,0.24076,1.42128,0.98327,0.000815401,0.000815401,0.000815401
16,1802.52,0.41267,0.28549,1.00357,0.95527,0.94054,0.89538,0.96901,0.87964,0.94054,0.89538,0.96901,0.92786,0.41776,0.21972,1.34352,0.98143,0.000812819,0.000812819,0.000812819
17,1914.97,0.44209,0.2881,0.97828,0.94641,0.95142,0.90027,0.96879,0.91875,0.95142,0.90027,0.96879,0.95948,0.35571,0.23008,1.19179,0.92427,0.000810064,0.000810064,0.000810064
18,2027.43,0.37654,0.29363,1.10661,0.89282,0.93595,0.94771,0.9848,0.91802,0.93595,0.94771,0.9848,0.95906,0.41158,0.21791,1.13381,0.98189,0.000807139,0.000807139,0.000807139
19,2139.33,0.37551,0.30344,1.0813,0.88473,0.90793,0.98581,0.99089,0.95679,0.90793,0.98581,0.99089,0.9843,0.32942,0.23217,0.97345,0.8982,0.000804044,0.000804044,0.000804044
20,2250.67,0.39315,0.3348,1.03861,0.93417,0.92905,0.94816,0.982,0.92588,0.92905,0.94816,0.982,0.9616,0.36154,0.26115,0.93813,0.98176,0.000800781,0.000800781,0.000800781
21,2363.31,0.42217,0.40437,0.83344,0.92586,0.94522,0.92217,0.97854,0.92235,0.94522,0.92217,0.97854,0.93801,0.38377,0.25248,0.92118,0.93851,0.000797352,0.000797352,0.000797352
22,2473.94,0.37807,0.29308,0.83058,0.90516,0.88109,0.85536,0.92295,0.87606,0.88109,0.85536,0.92295,0.89452,0.39429,0.22143,1.14786,0.94019,0.000793757,0.000793757,0.000793757
23,2587.51,0.40096,0.29953,0.75958,0.91826,0.94522,0.91666,0.99013,0.93861,0.94522,0.91666,0.99013,0.97108,0.35494,0.2163,0.92044,0.91372,0.000789998,0.000789998,0.000789998
24,2699.53,0.36283,0.29059,0.75701,0.92092,0.91029,0.93648,0.97109,0.91307,0.91029,0.93648,0.97109,0.94991,0.3842,0.2247,0.89459,0.94559,0.000786078,0.000786078,0.000786078
25,2809.69,0.36643,0.27944,0.97781,0.87182,0.8633,0.94867,0.9691,0.9472,0.8633,0.94867,0.9691,0.96099,0.30909,0.20969,0.82919,0.89148,0.000781997,0.000781997,0.000781997
26,2920.15,0.37492,0.29004,0.75738,0.92881,0.90406,0.89006,0.95203,0.92712,0.90406,0.89006,0.95203,0.94118,0.34271,0.20732,0.91461,0.90281,0.000777758,0.000777758,0.000777758
27,3030.69,0.37506,0.27444,0.75665,0.92674,0.91529,0.95457,0.98061,0.93912,0.91529,0.95457,0.98061,0.95677,0.36555,0.19752,0.92164,0.92357,0.000773362,0.000773362,0.000773362
28,3141.49,0.36361,0.31897,0.70655,0.92523,0.97546,0.92164,0.99061,0.96025,0.97546,0.92164,0.99061,0.98187,0.31414,0.19395,0.79047,0.88347,0.000768811,0.000768811,0.000768811
29,3251.49,0.36826,0.29911,0.71189,0.92607,0.98829,0.97558,0.99222,0.96879,0.98829,0.97558,0.99222,0.98374,0.34411,0.1985,0.69241,0.91309,0.000764108,0.000764108,0.000764108
30,3361.68,0.38189,0.29738,0.68183,0.91547,0.92433,0.92256,0.98405,0.95238,0.92433,0.92256,0.98405,0.96834,0.32027,0.24481,0.76087,0.89633,0.000759254,0.000759254,0.000759254
31,3471.35,0.36591,0.30438,0.67502,0.92207,0.94803,0.9409,0.98123,0.95392,0.94803,0.9409,0.98123,0.97045,0.30411,0.21053,0.69839,0.88347,0.000754251,0.000754251,0.000754251
32,3582.93,0.34004,0.32349,0.61105,0.91727,0.94798,0.94598,0.98643,0.95884,0.94798,0.94598,0.98643,0.97159,0.32564,0.20293,0.6952,0.89652,0.000749102,0.000749102,0.000749102
33,3692.95,0.3948,0.30412,0.66386,0.92676,0.96351,0.9545,0.986,0.94506,0.96351,0.9545,0.986,0.95884,0.35816,0.21238,0.68469,0.93007,0.000743809,0.000743809,0.000743809
34,3803.36,0.33862,0.2783,0.87446,0.87499,0.9664,0.94081,0.98484,0.93853,0.9664,0.94081,0.98484,0.9733,0.35774,0.2165,0.66728,0.91983,0.000738375,0.000738375,0.000738375
35,3914.23,0.35457,0.29572,0.61633,0.92128,0.96116,0.87075,0.97379,0.93942,0.96116,0.87075,0.97379,0.96664,0.31598,0.21245,0.79204,0.89206,0.000732801,0.000732801,0.000732801
36,4024.48,0.40078,0.5169,0.71293,0.9481,0.88197,0.96535,0.98472,0.96848,0.88197,0.96535,0.98472,0.97492,0.3078,0.22071,0.73143,0.88812,0.00072709,0.00072709,0.00072709
37,4133.91,0.35409,0.27778,0.60749,0.92552,0.97063,0.98149,0.99456,0.95296,0.97063,0.98149,0.99456,0.96984,0.33029,0.22224,0.61374,0.89903,0.000721244,0.000721244,0.000721244
38,4243.61,0.36429,0.31322,0.62286,0.91664,0.95473,0.95663,0.99325,0.92738,0.95473,0.95663,0.99325,0.94292,0.43833,0.23146,0.66756,1.01622,0.000715267,0.000715267,0.000715267
39,4353.37,0.3341,0.27864,0.57076,0.90463,0.96617,0.97644,0.99417,0.94996,0.96617,0.97644,0.99417,0.96647,0.34529,0.22938,0.59565,0.90713,0.000709161,0.000709161,0.000709161
40,4463.21,0.33787,0.26301,0.59443,0.91372,0.92338,0.99155,0.99456,0.9683,0.92338,0.99155,0.99456,0.98073,0.28844,0.22304,0.55094,0.87571,0.000702928,0.000702928,0.000702928
41,4572.65,0.30873,0.24098,0.54033,0.90483,0.93055,0.97693,0.98829,0.96654,0.93055,0.97693,0.98829,0.97732,0.3143,0.19452,0.6742,0.88926,0.000696571,0.000696571,0.000696571
42,4681.85,0.31748,0.25658,0.51381,0.9089,0.94188,0.9386,0.97638,0.95925,0.94188,0.9386,0.97638,0.96476,0.33136,0.19212,0.62364,0.90671,0.000690093,0.000690093,0.000690093
43,4791.22,0.31047,0.25122,0.5176,0.90441,0.9034,0.94081,0.97152,0.95437,0.9034,0.94081,0.97152,0.95802,0.34609,0.18492,0.66081,0.92448,0.000683497,0.000683497,0.000683497
44,4901.2,0.31972,0.23688,0.57509,0.88306,0.93891,0.92497,0.99319,0.96275,0.93891,0.92497,0.99319,0.98077,0.33057,0.19383,0.58687,0.88884,0.000676786,0.000676786,0.000676786
45,5010.23,0.30713,0.24164,0.4939,0.89813,0.94329,0.95694,0.99184,0.97025,0.94329,0.95694,0.99184,0.97684,0.29549,0.21183,0.5584,0.87595,0.000669962,0.000669962,0.000669962
46,5119.79,0.31303,0.27541,0.49953,0.89675,0.98157,0.97892,0.99417,0.97175,0.98157,0.97892,0.99417,0.97718,0.32802,0.19905,0.48588,0.89608,0.000663029,0.000663029,0.000663029
47,5229.22,0.31376,0.27322,0.49623,0.89712,0.9254,0.93551,0.98492,0.96195,0.9254,0.93551,0.98492,0.96982,0.30953,0.19511,0.5535,0.88439,0.00065599,0.00065599,0.00065599
48,5338.81,0.31676,0.25379,0.48954,0.9054,0.90673,0.94694,0.97956,0.96124,0.90673,0.94694,0.97956,0.97518,0.29547,0.1829,0.64112,0.87334,0.000648848,0.000648848,0.000648848
49,5448.98,0.31017,0.26293,0.48921,0.89094,0.97109,0.97344,0.99244,0.97927,0.97109,0.97344,0.99244,0.98571,0.29953,0.17535,0.49264,0.86937,0.000641605,0.000641605,0.000641605
50,5559.41,0.30685,0.25057,0.44998,0.89409,0.97401,0.91226,0.98789,0.95384,0.97401,0.91226,0.98789,0.96637,0.34373,0.17706,0.53975,0.9279,0.000634266,0.000634266,0.000634266
51,5670.18,0.33518,0.28072,0.5405,0.90345,0.97696,0.95972,0.99417,0.9552,0.97696,0.95972,0.99417,0.97333,0.34477,0.18874,0.57146,0.92505,0.000626832,0.000626832,0.000626832
52,5782.83,0.29599,0.22654,0.47113,0.88869,0.98524,0.98802,0.99184,0.95457,0.98524,0.98802,0.99184,0.98374,0.3185,0.20228,0.46521,0.88719,0.000619309,0.000619309,0.000619309
53,5893.38,0.3298,0.26866,0.47417,0.89904,0.97426,0.93905,0.99267,0.96954,0.97426,0.93905,0.99267,0.98333,0.3124,0.18535,0.48817,0.89209,0.000611698,0.000611698,0.000611698
54,6003.57,0.28074,0.2527,0.43509,0.88362,0.9552,0.96749,0.995,0.97235,0.9552,0.96749,0.995,0.98325,0.28166,0.19122,0.43214,0.85882,0.000604004,0.000604004,0.000604004
55,6113.62,0.3088,0.26893,0.44189,0.90529,0.97681,0.99135,0.995,0.96819,0.97681,0.99135,0.995,0.98818,0.28113,0.19486,0.39614,0.85251,0.000596229,0.000596229,0.000596229
56,6225.04,0.29774,0.27999,0.47517,0.90087,0.98389,0.93215,0.995,0.9829,0.98389,0.93215,0.995,0.99143,0.28267,0.18402,0.43082,0.86009,0.000588377,0.000588377,0.000588377
57,6336.19,0.29135,0.24715,0.46246,0.89104,0.97626,0.93729,0.99061,0.98233,0.97626,0.93729,0.99061,0.98537,0.28529,0.18915,0.46425,0.86529,0.000580451,0.000580451,0.000580451
58,6446.91,0.3108,0.24431,0.47278,0.90694,0.98329,0.95865,0.99,0.95139,0.98329,0.95865,0.99,0.97908,0.30974,0.18133,0.4268,0.86797,0.000572456,0.000572456,0.000572456
59,6557.33,0.32391,0.24082,0.4965,0.90644,0.96015,0.94638,0.99267,0.96623,0.96015,0.94638,0.99267,0.98159,0.30185,0.17929,0.48141,0.88134,0.000564393,0.000564393,0.000564393
60,6667.91,0.29345,0.269,0.45985,0.90012,0.96823,0.9634,0.99119,0.96698,0.96823,0.9634,0.99119,0.98067,0.28038,0.18209,0.42808,0.8652,0.000556268,0.000556268,0.000556268
61,6777.96,0.26534,0.22686,0.41494,0.89061,0.98709,0.96332,0.99119,0.97458,0.98709,0.96332,0.99119,0.98043,0.28439,0.18113,0.42356,0.86287,0.000548084,0.000548084,0.000548084
62,6888.62,0.29026,0.21579,0.43114,0.90032,0.97991,0.97997,0.995,0.97014,0.97991,0.97997,0.995,0.98675,0.29659,0.18295,0.39877,0.86996,0.000539843,0.000539843,0.000539843
63,6998.3,0.27954,0.2279,0.43289,0.88909,0.98389,0.94223,0.99417,0.97116,0.98389,0.94223,0.99417,0.98263,0.27542,0.18194,0.38669,0.86562,0.00053155,0.00053155,0.00053155
64,7109.09,0.28042,0.22374,0.39248,0.88942,0.99004,0.9436,0.99417,0.98342,0.99004,0.9436,0.99417,0.98506,0.28145,0.18454,0.39321,0.86229,0.000523209,0.000523209,0.000523209
65,7219.46,0.29363,0.27389,0.40186,0.89471,0.97079,0.94561,0.99036,0.97496,0.97079,0.94561,0.99036,0.98222,0.27133,0.18307,0.40057,0.85212,0.000514822,0.000514822,0.000514822
66,25264.1,0.28874,0.22851,0.39889,0.89735,0.96378,0.93756,0.99036,0.97362,0.96378,0.93756,0.99036,0.98003,0.25781,0.19031,0.41129,0.85064,0.000506394,0.000506394,0.000506394
